WarNum,WarName,WarType,ccode1,SideA,ccode2,SideB,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2 ,EndYear2,Initiator,Interven,TransFrom,Outcome,TransTo,WhereFought,BatDeath,NonStateDeaths,Version,ccode,StateName,Side,EndDay2,CcodeA,CcodeB,Intnl,SideADeaths,SideBDeaths,SideA1,SideA2,SideB1,SideB2,SideB3,SideB4,SideB5,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,TotalCombatDeaths
392,First Italian-Ethiopian,3,325.0,Italy,-8.0,Ethiopia,1.0,24.0,1887.0,3.0,-9.0,1887.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,3,-8,4,1000.0,400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
393,Zambezi Conquest,3,235.0,Portugal,-8.0,Prazero da Cruz,-9.0,-9.0,1888.0,-9.0,-9.0,1888.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,-9.0,6000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
394,First Franco-Dahomeyan,3,220.0,France,-8.0,Dahomey,3.0,1.0,1890.0,4.0,20.0,1890.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,200.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
395,Franco-Jolof,3,220.0,France,-8.0,Jolof/Tukulor,4.0,-9.0,1890.0,2.0,24.0,1891.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,100.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
396,Second Franco-Dahomeyan,3,220.0,France,-8.0,Dahomey,9.0,19.0,1892.0,11.0,9.0,1893.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,80.0,1800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
397,Belgian-Tib,3,211.0,Belgium,-8.0,Tippu Tib Empire,10.0,-9.0,1892.0,2.0,-9.0,1894.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,7000.0,13000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
398,Third British-Ashanti,3,200.0,United Kingdom,-8.0,Ashanti,9.0,28.0,1893.0,-9.0,-9.0,1894.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,200.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
399,Melilla War,3,230.0,Spain,-8.0,Rif tribes,9.0,29.0,1893.0,3.0,5.0,1894.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,1000.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
400,Mahdist-Italian,3,325.0,Italy,-8.0,Mahdist Empire,12.0,21.0,1893.0,7.0,12.0,1894.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,270.0,5000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
401,Second Franco-Madagascan,3,220.0,France,-8.0,Madagasar,6.0,16.0,1894.0,10.0,1.0,1895.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,6000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
402,Second Dutch-Bali,3,210.0,Netherlands,-8.0,Bali,7.0,-9.0,1894.0,11.0,22.0,1894.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,1000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
403,Portuguese-Gaza Empire,3,235.0,Portugal,-8.0,Gaza Empire,2.0,1.0,1895.0,12.0,28.0,1895.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,50.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
404,Second Spanish-Cuban,2,230.0,Spain,-8.0,Cuba,2.0,24.0,1895.0,4.0,21.0,1898.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,4,79,1,59000.0,20000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
405,Japan-Taiwanese,2,740.0,Japan,-8.0,Taiwanese,5.0,29.0,1895.0,10.0,21.0,1895.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,4800.0,7760.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
406,Mazrui Rebellion,3,200.0,United Kingdom,-8.0,Mazrui clan of Kenya,7.0,3.0,1895.0,4.0,21.0,1896.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,200.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
407,Second Italian-Ethiopian,3,325.0,Italy,-8.0,Ethiopia,12.0,7.0,1895.0,10.0,21.0,1896.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,4,9000.0,7000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
409,Second British-Mahdi,3,200.0,United Kingdom,-8.0,Mahdist Empire,6.0,7.0,1896.0,11.0,24.0,1899.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,6,1200.0,18000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
410,Spanish-Philippine,2,230.0,Spain,-8.0,Philippines,8.0,30.0,1896.0,5.0,1.0,1898.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,4,79,7,4000.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
411,British-South Nigerian,3,200.0,United Kingdom,-8.0,Nigeria,1.0,6.0,1897.0,2.0,25.0,1897.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,20.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
412,British-Pathan,2,200.0,United Kingdom,-8.0,Pathans,7.0,26.0,1897.0,3.0,7.0,1898.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,1100.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
413,Hut Tax,2,200.0,United Kingdom,-8.0,Sierra Leone rebels,2.0,-9.0,1898.0,5.0,-9.0,1898.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,400.0,1600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
414,American-Philippine,2,2.0,United States of America,-8.0,Philippines,2.0,4.0,1899.0,7.0,4.0,1902.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,4500.0,16000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
415,French Conquest of Chad,3,220.0,France,-8.0,Rabih az-Zubayr,7.0,17.0,1899.0,4.0,22.0,1900.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,125.0,900.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
416,Second Boer War,3,200.0,United Kingdom,-8.0,Boer Republics,10.0,11.0,1899.0,5.0,31.0,1902.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,22000.0,8800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
417,Last Ashanti War,3,200.0,United Kingdom,-8.0,Ashanti,4.0,2.0,1900.0,9.0,30.0,1900.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,1000.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
419,Somali Rebellion,2,200.0,United Kingdom,-8.0,Mohammad Abdullah Hassans Dervishes,3.0,22.0,1901.0,4.0,21.0,1904.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,4,400.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
419,Somali Rebellion,2,530.0,Ethiopia,-8.0,-8,3.0,22.0,1901.0,4.0,21.0,1904.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,4,-9.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
420,Bailundu Revolt,3,235.0,Portugal,-8.0,Bailundu of Angola,-9.0,-9.0,1902.0,-9.0,-9.0,1903.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,-9.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
421,Kuanhama Rebellion,3,235.0,Portugal,-8.0,Kuanhama of Angola,-9.0,-9.0,1902.0,-9.0,-9.0,1904.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,6,-8,4,2000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
422,British Conquest of Kano & Sokoto,3,200.0,United Kingdom,-8.0,Kano & Sokoto,1.0,29.0,1903.0,7.0,27.0,1903.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,-9.0,1100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
423,South West African Revolt,2,255.0,Germany,-8.0,Herero & Nama,1.0,12.0,1904.0,5.0,4.0,1906.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,1800.0,11000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
424,Second Dutch-Achinese,2,210.0,Netherlands,-8.0,Aceh,-9.0,-9.0,1904.0,12.0,-9.0,1907.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,13000.0,11200.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
425,Younghusband Expedition,3,200.0,United Kingdom,-8.0,Tibet,3.0,31.0,1904.0,9.0,7.0,1904.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,300.0,2500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
426,Maji-Maji Revolt,2,255.0,Germany,-8.0,Maji-Maji in Tanganyika,7.0,31.0,1905.0,6.0,-9.0,1906.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,3440.0,5400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
427,Sokoto Uprising,2,200.0,United Kingdom,-8.0,Mahdist rebels,1.0,-9.0,1906.0,3.0,10.0,1906.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,80.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
429,Third British-Zulu,2,200.0,United Kingdom,-8.0,Zulu,3.0,5.0,1906.0,6.0,10.0,1906.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,56.0,2300.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
430,Dembos War,3,235.0,Portugal,-8.0,Dembos,-9.0,-9.0,1907.0,-9.0,-9.0,1910.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,100.0,5000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
431,Anti-Foreign Revolt,3,220.0,France,-8.0,Sheikh Ma Al-Ainie,7.0,30.0,1907.0,-9.0,-9.0,1910.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,150.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
432,Japan-Korean Guerrillas,2,740.0,Japan,-8.0,Korea,8.0,1.0,1907.0,8.0,16.0,1910.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,136.0,17600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
433,French Conquest of Wadai,3,220.0,France,-8.0,Wadai sultanate,5.0,-9.0,1909.0,-9.0,-9.0,1911.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,4000.0,8000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
434,French-Berber,2,220.0,France,-8.0,Berbers,3.0,31.0,1912.0,9.0,6.0,1912.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,200.0,3400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
435,First Sino-Tibetan,2,710.0,China,-8.0,Tibet,3.0,-9.0,1912.0,1.0,-9.0,1913.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,7,2000.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
436,Moroccan Berber,2,220.0,France,-8.0,Berbers,3.0,26.0,1913.0,5.0,16.0,1915.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,7,-8,6,900.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
436,Moroccan Berber,2,230.0,Spain,-8.0,Berbers,6.0,-9.0,1913.0,12.0,-9.0,1914.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,7,-8,6,-9.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
437,Moro Rebellion,2,2.0,United States,-8.0,Moro,6.0,11.0,1913.0,10.0,22.0,1913.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,50.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
440,Second Sino-Tibetan,3,710.0,China,-8.0,Tibet,1.0,7.0,1918.0,8.0,-9.0,1918.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,6,-8,7,1000.0,500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
441,Caco Revolt,2,2.0,United States,-8.0,Caco Rebels,10.0,17.0,1918.0,5.0,19.0,1920.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,1,98.0,2004.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
442,Third British-Afghan,3,200.0,United Kingdom,-8.0,Afghanistan,5.0,3.0,1919.0,8.0,8.0,1919.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,3,-8,7,1136.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
443,First British-Waziristan,3,200.0,United Kingdom,-8.0,Waziristan,5.0,26.0,1919.0,3.0,-9.0,1920.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,800.0,1600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
444,Franco-Syrian,3,220.0,France,-8.0,Syrians,3.0,-9.0,1920.0,8.0,7.0,1920.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,6,3500.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
445,Iraqi-British,2,200.0,United Kingdom,-8.0,Iraq,6.0,5.0,1920.0,10.0,17.0,1920.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,1040.0,8500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
446,Conquest of Mongolia,3,365.0,USSR,-8.0,-8,5.0,28.0,1921.0,8.0,22.0,1921.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,-9.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
446,Conquest of Mongolia,3,710.0,China,-8.0,Baron von Ungern-Sternbergs White army,10.0,10.0,1920.0,8.0,22.0,1921.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,4000.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
447,Italian-Sanusi,2,325.0,Italy,-8.0,Sanusi tribe,3.0,23.0,1923.0,9.0,12.0,1931.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,5000.0,35000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
449,Rif Rebellion,2,220.0,France,-8.0,-8,4.0,12.0,1925.0,5.0,27.0,1926.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,6,10000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
449,Rif Rebellion,2,230.0,Spain,-8.0,Riffs,6.0,1.0,1921.0,5.0,27.0,1926.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,1,-8,6,50000.0,10000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
450,Moplah Rebellion,2,200.0,United Kingdom,-8.0,Muslim Moplahs,8.0,20.0,1921.0,2.0,-9.0,1922.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,50.0,2400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
451,Franco-Druze,2,220.0,France,-8.0,Druze,7.0,18.0,1925.0,5.0,27.0,1927.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,4000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
452,Yen Bai Uprising,2,220.0,France,-8.0,Vietnamese Nationalists,2.0,9.0,1930.0,-9.0,-9.0,1931.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,1.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
453,Saya San's Rebellion,2,200.0,United Kingdom,-8.0,Peasant Rebels,12.0,22.0,1930.0,6.0,-9.0,1932.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,140.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
454,British-Palestinian,2,200.0,United Kingdom,-8.0,Palestinians,4.0,20.0,1936.0,10.0,-9.0,1936.0,8.0,-9.0,1937.0,1.0,-9.0,1939.0,0,0.0,-8,1,-8,6,126.0,2450.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
455,Second British-Waziristan,3,200.0,United Kingdom,-8.0,Pathan tribes,11.0,25.0,1936.0,1.0,8.0,1938.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,200.0,10000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
456,Indonesian,2,200.0,United Kingdom,-8.0,-8,11.0,10.0,1945.0,10.0,15.0,1946.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,3,-8,7,1000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
456,Indonesian,2,210.0,Netherlands,-8.0,Indonesia,11.0,10.0,1945.0,10.0,15.0,1946.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,3,-8,7,800.0,3600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
457,French-Indochina,2,220.0,France,-8.0,Vietminh,11.0,20.0,1946.0,6.0,1.0,1954.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,7,94500.0,175000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
459,Third Franco-Madagascan,2,220.0,France,-8.0,Madagascar,3.0,29.0,1947.0,12.0,1.0,1948.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,1000.0,11200.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
460,Malayan Rebellion,2,200.0,United Kingdom,-8.0,Malayan Communists,6.0,18.0,1948.0,8.0,31.0,1957.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,2400.0,6700.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
461,Indo-Hyderabad,3,750.0,India,-8.0,Hyderabad,9.0,13.0,1948.0,9.0,17.0,1948.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,1571,1,-8,7,10.0,1200.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
462,Third Sino-Tibetan,3,710.0,China,-8.0,Tibet,5.0,-9.0,1950.0,10.0,28.0,1950.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,10000.0,3200.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
463,Franco-Tunisian,2,220.0,France,-8.0,Tunisia,1.0,18.0,1952.0,7.0,31.0,1954.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,6,2000.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
464,British-Mau Mau,2,200.0,United Kingdom,-8.0,Mau Mau,10.0,20.0,1952.0,10.0,-9.0,1956.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,600.0,16500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
465,Moroccan Independence,2,220.0,France,-8.0,Morocco,8.0,20.0,1953.0,3.0,12.0,1956.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,6,2000.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
466,Third Franco-Algerian,2,220.0,France,-8.0,Algeria,11.0,1.0,1954.0,3.0,17.0,1962.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,6,18000.0,14000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
467,French-Cameroon,2,220.0,France,-8.0,UPC,1.0,1.0,1957.0,1.0,5.0,1958.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,1000.0,900.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
469,Angolan-Portuguese,2,235.0,Portugal,-8.0,Angola,2.0,3.0,1961.0,10.0,14.0,1974.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,4,1581,4,4000.0,25000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
471,Mozambique-Portuguese,2,235.0,Portugal,-8.0,Mozambique,9.0,25.0,1964.0,6.0,25.0,1975.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,4,3500.0,10000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
472,"East Timorese, Phase 2",3,850.0,Indonesia,-8.0,Fretilin & UDT,10.0,16.0,1975.0,7.0,17.0,1976.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,1582,4,806,7,12500.0,20000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
473,Namibian,2,560.0,South Africa,-8.0,SWAPO-Namibia,10.0,17.0,1975.0,12.0,13.0,1988.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,4,1100.0,19000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
474,Western Saharan,3,600.0,Morocco,-8.0,Polisario,12.0,11.0,1975.0,12.0,23.0,1983.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,7,-8,6,9500.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
474,Western Saharan,3,-8.0,-8,615.0,Algeria,1.0,27.0,1976.0,3.0,6.0,1976.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,7,-8,6,500.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
474,Western Saharan,3,435.0,Mauritania,-8.0,-8,12.0,11.0,1975.0,8.0,5.0,1979.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,7,-8,6,2000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
475,Khmer Insurgency,3,816.0,Vietnam,-8.0,Khmer Rouge,1.0,9.0,1979.0,9.0,25.0,1989.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,189,4,857,7,25300.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
475,Khmer Insurgency,3,811.0,Cambodia,-8.0,-8,1.0,9.0,1979.0,9.0,25.0,1989.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,189,4,857,7,15000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
476,Soviet Quagmire,3,365.0,USSR,-8.0,Muhajadin,2.0,22.0,1980.0,2.0,15.0,1989.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,812,4,851,7,40000.0,50000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
476,Soviet Quagmire,3,700.0,Afghanistan,-8.0,-8,2.0,22.0,1980.0,2.0,15.0,1989.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,812,4,851,7,30000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
477,First PKK in Iraq,3,640.0,Turkey,-8.0,PKK in Iraq,8.0,4.0,1991.0,3.0,25.0,1992.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,6,-8,6,300.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
479,Second PKK in Iraq,3,640.0,Turkey,-8.0,PKK in Iraq,5.0,14.0,1997.0,6.0,14.0,1997.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,6,-8,6,100.0,2500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
480,Al Aqsa Intifada,2,666.0,Israel,-8.0,Palestinians,9.0,28.0,2000.0,9.0,9.0,2003.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,900.0,3400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,220.0,France,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,12.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,900.0,Australia,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,6.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,255.0,Germany,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,25.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,200.0,United Kingdom,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,110.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,20.0,Canada,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,88.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,2.0,United States,-8.0,al-Qaeda & Taliban,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,552.0,12000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
481,Afghan Resistance,3,700.0,Afghanistan,-8.0,-8,12.0,23.0,2001.0,-7.0,-7.0,-7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,225,5,-8,7,1600.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
